Address_ID,Timestamp,Do.you.agree.to.participate.in.this.study.,X2..GPS.Coordinates.of.the.Shop,X3..Market.Name,X4...Group.,X5..Section,X6..Line,X7..Block.Number,X8..Shop.Number..Visible.Tag.,X9..Shop.Number..Count.,X10..Shop.Level,X11..Shop.Occupancy.Status,X12..Locked.Up.Status,X13..Shop.Type,X15..Position.in.Shop,X17..How.many.people.work.in.your.shop.each.day.,X18..Shop.Opening.Time,X19..Shop.Closing.Time,X20..Does.the.shop.owner.have.a.bank.account.,X21..Name.of.Bank.1,X22..Name.of.Bank.2,X23..Does.the.shop.owner.Have..a.smart.phone.,X24..Which.payment.platform.have.you.used.,X25..If.you.could.save.money.on.Electricity.would.you.be.willing.to.use.some.on.the.savings.to.fund.value.added.services.such.as.pensions..Healthcare.or.Educational.savings.plans,X26...What.would.be.your.First.Choice.for.value.added.Services,X27..What.would.be.the.second.choice.for.value.added.services,X28..What.would.be.the.Third.choice.for.value.added.services,X29..Is.There.Electricity.Supply.In.The.Shop.,X30..Do.You.Need.More.Hours.of.Electricity.In.This.Shop.,X31..Is.there.a.supply.of.electricity.for.this.shop.from.the.grid.utility..local.discos.NEPA.PHCN..connected.directly.to.this.shop..not.a.shared.connection.from.outside..,X32..How.frequent.do.you.pay.for.this.electricity,X33..How.Much.Do.you.Pay.for.grid.utility.service...local.disco.NEPA.PHCN.etc...during.the.payment.period.you.mentioned.before.,X34..Total.hours.of.power.interruption.from.the.grid.in.a.week.,X35..Is.there.a.supply.of.electricity.from.a..merger..generators.,X36..How.frequently.do.you.pay.for.this.electricity.supply..merger.,X37..How.Much.Do.You.Pay.For.electricity.from.the.merger.Generator..during.the.payment.period.you.mentioned.before.,X47..Total.amount.of.money.spent.on.fuel.for.all.generators..during.the.payment.period.you.mentioned.before.,X48..How.long.do.you.typically.run.the.generator.daily..in.hours..,X49..On.the.most.recent.workday..how.many.hours.of.generator.power.did.this.shop.use.,X51..What.price.do.you.typically.pay.for.fuel..Naira...liter..,X64..Which.appliance.is.the.most.important.for.your.business.to.function.properly,X65..Which.appliance.is.the.Second.most.important.for.your.business.to.function.properly,X66..Which.appliance.is.the.Third.most.important.for.your.business.to.function.properly,Latitude,Longitude
KTK--SEC(SECTION D)--LIN(LINE 1)--BL(1)--SNUM(2810)--SLEV(0),2022-03-19 11:01:49,Accept,"9.94xxxx, 8.87xxxx",Katako,Closed Shop,SECTION D,LINE 1,1,2810,3.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Food provision and foods perishable items,Owner,6 to 10,7:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,TRUE,"Insurance (Health, Auto, Building or Contents)",Healthcare,Education,True,True,True,Monthly,500.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,9.94,8.87
SBG--SEC(SECTION E)--LIN(LINE 2)--BL(BI)--SNUM(7634)--SLEV(0),2022-06-03 11:10:00,Accept,"11.1xxxx6, 7.72xxxx",Sabongari Zaria,Closed Shop,SECTION E,LINE 2,BI,7634,91.0,GROUND FLOOR,UNDER CONSTRUCTION,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,11.1,7.72
FCC--SEC(SECTION B)--LIN(LINE 1)--BL(BLOCK S)--SNUM(S923)--SLEV(0),2022-06-11 13:44:00,Accept,"10.5xxxx3, 7.42xxxx",Fabrics Dealers Chenchenia Mkt,Closed Shop,SECTION B,LINE 1,BLOCK S,S923,9.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,"Cosmetics, Salon and hairdressing",Owner,3 to 5,10:00 AM,6:00 PM,TRUE,Fidelity Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,TRUE,Education,Education,Microloans,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.5,7.42
WTI--SEC(SECTION C)--LIN(LINE 1)--BL(BLOCK AL)--SNUM(1752)--SLEV(0),2022-05-14 12:13:52,Accept,"10.3xxxx5, 9.84xxxx",Wunti Market,Closed Shop,SECTION C,LINE 1,BLOCK AL,1752,23.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,3 to 5,8:00 AM,7:00 PM,FALSE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,False,None,TRUE,Savings Account,Healthcare,Microloans,True,True,True,Monthly,2100.0,21.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Sewing machine,Fan,Charging Points,10.3,9.84
BBK--SEC(C)--LIN(1)--BL(2)--SNUM(2312)-SLEV(GROUND FLOOR),2023-06-15 13:28:14,Accept,"8.48xxxx, 4.53xxxx",Baboko Market,Closed Shop,SECTION C,1,2,2312,21.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,COLD DRINKS SELLER,Owner,03-May,10:00 AM,6:00 PM,FALSE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,False,None,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,8.48,4.53
MKD--SEC(C)--LIN(21)--BL(2)--SNUM(1525)--SLEV(0),2022-03-26 15:16:15,Accept,"7.72xxxx, 8.49xxxx",Makurdi Modern Market,Closed Shop,SECTION C,21,2,1525,48.0,GROUND FLOOR,LOCKED UP,Packing Shop,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,7.72,8.49
Ochanja--SEC(C)--LIN(2)--BL(2)--SNUM(3096)--SLEV(0),2022-07-05 09:49:00,Accept,"6.13xxxx, 6.78xxxx",Ochanja,Closed Shop,SECTION C,2,2,3096,13.0,GROUND FLOOR,UNOCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.13,6.78
BJS--SEC(SECTION E)--LIN(LINE 2)--BL(2)--SNUM(656)--SLEV(0),2022-03-21 14:32:13,Accept,"9.94xxxx, 8.87xxxx","Building Materials Market, Jos",Closed Shop,SECTION E,LINE 2,2,656,1.0,Ground Floor,OCCUPIED,Locked up But Occupied,Welding / Metal Works,Sales Boy/Girl,6 to 10,7:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,Quickteller,TRUE,Healthcare,Education,Savings Account,True,False,True,Weekly,1500.0,25.0,False,Daily,300.0,5000.0,6.0,4.0,185.0,Light Bulbs,Fan,Charging Points,9.94,8.87
Onitsha--SEC(D)--LIN(9)--BL(1)--SNUM(25329)--SLEV(GROUND FLOOR),2022-04-07 11:57:00,Accept,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,SECTION D,9,1,25329,80.0,GROUND FLOOR,UNDER CONSTRUCTION,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.14,6.77
MDA--SEC(SECTION E)--LIN(LINE 1)--BL(BLOCK AAAV)--SNUM(3843)--SLEV(0),2022-05-14 11:08:17,Accept,"10.3xxxx8, 9.84xxxx",Muda Lawal Market,Closed Shop,SECTION E,LINE 1,BLOCK AAAV,3843,9.0,GROUND FLOOR,UNOCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.3,9.84
Ngwa--SEC(A)--LIN(161)--BL(1)--SNUM(3207)--SLEV(0),2022-03-29 13:16:20,Accept,"5.10xxxx, 7.36xxxx",Ngwa Road Market,Open Stall,SECTION A,161,1,3207,116.0,GROUND FLOOR,SHED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,5.1,7.36
SBG--SEC(SECTION E)--LIN(LINE 2)--BL(AU)--SNUM(6999)--SLEV(0),2022-06-03 10:56:00,Accept,"11.1xxxx6, 7.72xxxx",Sabongari Zaria,Closed Shop,SECTION E,LINE 2,AU,6999,15.0,GROUND FLOOR,UNDER CONSTRUCTION,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,11.1,7.72
FTU--SEC(SECTION A)--LIN(LINE 1)--BL(BLOCK I)--SNUM(488)--SLEV(0),2023-04-10 11:30:00,Accept,"11.5xxxx2, 7.33xxxx",Funtua Central Market,Open Stall,SECTION A,LINE 1,BLOCK I,488,21.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Sales Boy/Girl,01-Feb,8:00 AM,6:00 PM,TRUE,Jaiz Bank,FIRST BANK NIGERIA LIMITED,True,"PAGA , OTHERS",TRUE,Education,Savings Account,Microloans,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,11.5,7.33
KTK--SEC(SECTION A)--LIN(LINE 1)--BL(9)--SNUM(342)--SLEV(0),2022-03-18 00:57:00,Accept,"9.94xxxx, 8.87xxxx",Katako,Closed Shop,SECTION A,LINE 1,9,342,27.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,TRUE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,9.94,8.87
Margaret--SEC(A)--LIN(2)--BL(10)--SNUM(1230)--SLEV(0),2022-04-01 14:32:00,Accept,"6.31xxxx, 8.12xxxx",Margaret Umahi Market,Closed Shop,SECTION A,2,10,1230,26.0,GROUND FLOOR,WAREHOUSE,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.31,8.12
Ochanja--SEC(A)--LIN(6)--BL(3)--SNUM(1019)--SLEV(0),2022-07-02 10:56:00,Accept,"6.13xxxx, 6.78xxxx",Ochanja,Open Stall,SECTION A,6,3,1019,29.0,GROUND FLOOR,UNOCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.13,6.78
Onitsha--SEC(B)--LIN(3)--BL(1)--SNUM(11122)--SLEV(SECOND FLOOR),2022-04-14 07:47:48,Accept,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,SECTION B,3,1,11122,1.0,SECOND FLOOR,RESIDENTIAL,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.14,6.77
Marine--SNUM(781),2023-11-01 15:50:00,Accept,"6.15xxxx, 6.77xxxx",Marine Modern Market,Closed Shop,SECTION A,LINE 1,1,781,21.0,GROUND FLOOR,LOCKED UP,Packing Shop,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.15,6.77
ABG--SEC(SECTION BA)--LIN(LINE 1)--BL(BLOCK BA16)--SNUM(BA914)--SLEV(0),2022-06-01 12:44:00,Accept,"10.5xxxx3, 7.42xxxx",Abubakar Gumi Central Market,Closed Shop,SECTION BA,LINE 1,BLOCK BA16,BA914,15.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,"Leather shoes, hand bags and other leather products and clothing",Owner,3 to 5,9:00 AM,6:00 PM,TRUE,Union Bank of Nigeria Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.5,7.42
RKB--SEC(SECTION A)--LIN(LINE 2)--BL(22)--SNUM(461)--SLEV(0),2022-03-21 11:58:17,Accept,"9.92xxxx, 8.86xxxx",Rukkuba Market (Rukuba Road Satellite Market),Closed Shop,SECTION A,LINE 2,22,461,12.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Food provision and foods perishable items,Owner,1 to 2,9:00 AM,6:00 PM,FALSE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,9.92,8.86
SBG--SEC(SECTION A)--LIN(LINE 1)--BL(A1)--SNUM(9)--SLEV(0),2022-05-27 15:40:55,Accept,"11.1xxxx6, 7.72xxxx",Sabongari Zaria,Closed Shop,SECTION A,LINE 1,A1,9,3.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,"Leather shoes, hand bags and other leather products and clothing",Owner,3 to 5,7:00 AM,7:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,False,OTHERS,TRUE,Savings Account,Healthcare,Education,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,11.1,7.72
SBG--SEC(SECTION A)--LIN(LINE 2)--BL(A23)--SNUM(1128)--SLEV(0),2022-05-30 11:51:28,Accept,"11.1xxxx6, 7.72xxxx",Sabongari Zaria,Closed Shop,SECTION A,LINE 2,A23,1128,6.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,"Cosmetics, Salon and hairdressing",Owner,1 to 2,10:00 AM,7:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,11.1,7.72
Marine--SNUM(1443),2023-11-03 15:45:00,Accept,"6.15xxxx, 6.77xxxx",Marine Modern Market,Closed Shop,SECTION A,LINE 1,1,1443,21.0,GROUND FLOOR,LOCKED UP,Packing Shop,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.15,6.77
Babban-Kasuwa--SEC(SECTION A)--LIN(LINE 2)--BL(BLOCK E)--SNUM(420)--SLEV(0),2022-04-13 00:58:58,Accept,"10.2xxxx2, 11.1xxxx6",Babban Kasuwa,Closed Shop,SECTION A,LINE 2,BLOCK E,420,9.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Food provision and foods perishable items,Owner,3 to 5,9:00 AM,5:00 PM,TRUE,FIRST BANK NIGERIA LIMITED,FIRST BANK NIGERIA LIMITED,False,OTHERS,TRUE,Healthcare,Microloans,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.2,11.1
JMT--SEC(A)--LIN(2)--BL(4)-SNUM(79)--SLEV(0),2022-04-13 12:16:06,Accept,"9.27xxxx, 12.4xxxx2",Jimeta Central / Modern Market,Closed Shop,SECTION A,2,4,79,13.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Food provision and foods perishable items,Owner,1 to 2,9:00 AM,6:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,False,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,9.27,12.4
FTU--SEC(SECTION E)--LIN(LINE 2)--BL(MASKA BLOCK)--SNUM(3352)--SLEV(0),2022-09-20 02:18:49,Accept,"11.5xxxx2, 7.33xxxx",Funtua Central Market,Open Stall,SECTION E,LINE 2,MASKA BLOCK,3352,87.0,GROUND FLOOR,WAREHOUSE,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,11.5,7.33
ABG--SEC(SECTION BA)--LIN(LINE 1)--BL(BLOCK BA10)--SNUM(BA570)--SLEV(0),2022-05-31 11:05:12,Accept,"10.5xxxx3, 7.42xxxx",Abubakar Gumi Central Market,Closed Shop,SECTION BA,LINE 1,BLOCK BA10,BA570,6.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,"Leather shoes, hand bags and other leather products and clothing",Owner,1 to 2,9:00 AM,6:00 PM,TRUE,Jaiz Bank,FIRST BANK NIGERIA LIMITED,True,OTHERS,TRUE,"Insurance (Health, Auto, Building or Contents)",Education,Education,True,True,True,Monthly,2000.0,35.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.5,7.42
Margaret--SEC(D)--LIN(4)--BL(11)--SNUM(4711)--SLEV(0),2022-04-08 14:10:00,Accept,"6.31xxxx, 8.12xxxx",Margaret Umahi Market,Open Stall,SECTION D,4,11,4711,40.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,FROZEN FOODS,Sales Boy/Girl,1 to 2,7:00 AM,7:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.31,8.12
Nekede--SEC(A)--LIN(1)--BL(1)--SNUM(50)--SLEV(0),2022-04-01 10:03:00,Accept,"5.45xxxx, 7.04xxxx",Nekede Industrial Cluster Market,Closed Shop,SECTION A,1,1,50,43.0,GROUND FLOOR,LOCKED UP,Packing Shop,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,5.45,7.04
SBG--SEC(SECTION F)--LIN(LINE 2)--BL(FH)--SNUM(8597)--SLEV(0),2022-06-04 13:46:00,Accept,"11.1xxxx6, 7.72xxxx",Sabongari Zaria,Closed Shop,SECTION F,LINE 2,FH,8597,32.0,GROUND FLOOR,LOCKED UP,Packing Shop,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,11.1,7.72
AkpaAndem--SEC(A)--LIN(4)--BL(1)--SNUM(2799)--SLEV(0),2022-03-29 13:41:51,Accept,"5.01xxxx, 7.92xxxx",Akpan Andem Market,Open Stall,SECTION A,4,1,2799,209.0,GROUND FLOOR,SHED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,5.01,7.92
OKJ--SEC(SECTION B)--LIN(LINE 3)--BL(36)--SNUM(790)--SLEV(0),2022-05-18 13:29:03,Accept,"6.81xxxx, 3.93xxxx",Oke-Aje Market,Closed Shop,SECTION B,LINE 3,36,790,3.0,GROUND FLOOR,LOCKED UP,Packing Shop,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.81,3.93
KRM--SEC(SECTION D)--LIN(LINE 2)--BL(BLOCK 76)--SNUM(5218)--SLEV(GROUND FLOOR),2022-05-22 14:24:03,Accept,"12.0xxxx8, 8.51xxxx",Kurmi Market / Kurumi Market,Closed Shop,SECTION D,LINE 2,BLOCK 76,5218,21.0,GROUND FLOOR,UNDER CONSTRUCTION,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,12.0,8.51
Onitsha--SEC(A)--LIN(14)--BL(6)--SNUM(5468)--SLEV(FIRST FLOOR),2022-06-07 16:34:00,Accept,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,SECTION A,14,6,5468,228.0,FIRST FLOOR,RESIDENTIAL,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.14,6.77
Orie--SNUM(1581),2023-10-26 11:12:16,Accept,"5.07xxxx, 7.33xxxx",Orie Ohabiam Electronic Market,Closed Shop,SECTION A,LINE 1,1,1581,21.0,GROUND FLOOR,UNDER CONSTRUCTION,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,5.07,7.33
MKD--SEC(C)--LIN(19)--BL(1)--SNUM(1406)--SLEV(0),2022-03-26 12:58:41,Accept,"7.72xxxx, 8.49xxxx",Makurdi Modern Market,Closed Shop,SECTION C,19,1,1406,1.0,GROUND FLOOR,UNOCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,7.72,8.49
Old-textile--SEC(B)--LIN(1)--BL(1)--SNUM(71)--SLEV(0),2022-05-12 11:32:00,Accept,"7.63xxxx, 5.20xxxx",Old Textile Market,Closed Shop,SECTION B,1,1,71,5.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Traditional Accessories,Owner,1 to 2,7:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,PAGA,TRUE,"Insurance (Health, Auto, Building or Contents)",Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,7.63,5.2
AkpaAndem--SEC(A)--LIN(3)--BL(5)--SNUM(2435)--SLEV(0),2022-03-30 12:44:06,Accept,"5.01xxxx, 7.92xxxx",Akpan Andem Market,Open Stall,SECTION A,3,5,2435,174.0,GROUND FLOOR,SHED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,5.01,7.92
SBG--SEC(SECTION F)--LIN(LINE 1)--BL(FD)--SNUM(8374)--SLEV(0),2022-06-04 11:40:00,Accept,"11.1xxxx6, 7.72xxxx",Sabongari Zaria,Closed Shop,SECTION F,LINE 1,FD,8374,18.0,GROUND FLOOR,UNDER CONSTRUCTION,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,11.1,7.72
